Expected Output,Actual Output,File name,Parsed Json file
mascara,mascara,multi/mi1G62.aiff,mi1g-multi.json
nectarine,nectarine,multi/mi1G66.aiff,mi1g-multi.json
mispronounce,miss pronounce,multi/mi1G64.aiff,mi1g-multi.json
mighty,mighty,multi/mi1G63.aiff,mi1g-multi.json
museum,museum,multi/mi1G65.aiff,mi1g-multi.json
recording,recording,multi/mi1G90.aiff,mi1g-multi.json
salamander,salamander,multi/mi1G93.aiff,mi1g-multi.json
rodeo,rodeo,multi/mi1G92.aiff,mi1g-multi.json
proclaim,proclaim,multi/mi1G85.aiff,mi1g-multi.json
procrastinate,procrastinate,multi/mi1G86.aiff,mi1g-multi.json
porcupine,porcupine,multi/mi1G81.aiff,mi1g-multi.json
precipitate,precipitate,multi/mi1G83.aiff,mi1g-multi.json
qualify,qualify,multi/mi1G88.aiff,mi1g-multi.json
prolong,prolong,multi/mi1G87.aiff,mi1g-multi.json
anonymous,anonymous,multi/mi1G9.aiff,mi1g-multi.json
readable,readable,multi/mi1G89.aiff,mi1g-multi.json
serenade,serenade,multi/mi1G95.aiff,mi1g-multi.json
sarcastic,sarcastic,multi/mi1G94.aiff,mi1g-multi.json
robin,robin,multi/mi1G91.aiff,mi1g-multi.json
preferably,preferably,multi/mi1G84.aiff,mi1g-multi.json
potassium,potassium,multi/mi1G82.aiff,mi1g-multi.json
porcelain,porcelain,multi/mi1G80.aiff,mi1g-multi.json
amphibian,amphibian,multi/mi1G8.aiff,mi1g-multi.json
poisoner,poisoner,multi/mi1G79.aiff,mi1g-multi.json
photographic,photographic,multi/mi1G78.aiff,mi1g-multi.json
peninsula,peninsula,multi/mi1G77.aiff,mi1g-multi.json
paragraph,paragraph,multi/mi1G74.aiff,mi1g-multi.json
outdoors,outdoors,multi/mi1G72.aiff,mi1g-multi.json
pastel,pastel,multi/mi1G76.aiff,mi1g-multi.json
alligator,alligator,multi/mi1G7.aiff,mi1g-multi.json
optimism,optimism,multi/mi1G71.aiff,mi1g-multi.json
opportune,opportun,multi/mi1G70.aiff,mi1g-multi.json
obtain,obtain,multi/mi1G69.aiff,mi1g-multi.json
paranoia,paranoia,multi/mi1G75.aiff,mi1g-multi.json
outshine,outshine,multi/mi1G73.aiff,mi1g-multi.json
gallop,gallop,multi/mi1G43.aiff,mi1g-multi.json
functionary,functionary,multi/mi1G42.aiff,mi1g-multi.json
generalize,general eyes,multi/mi1G44.aiff,mi1g-multi.json
giant,giant,multi/mi1G45.aiff,mi1g-multi.json
happily,happily,multi/mi1G47.aiff,mi1g-multi.json
helicopter,helicopter,multi/mi1G48.aiff,mi1g-multi.json
trombone,trombone,multi/mi1G106.aiff,mi1g-multi.json
unbroken,unbroken,multi/mi1G108.aiff,mi1g-multi.json
unadvised,1 advised,multi/mi1G107.aiff,mi1g-multi.json
obedient,obedient,multi/mi1G67.aiff,mi1g-multi.json
obsession,obsession,multi/mi1G68.aiff,mi1g-multi.json
alien,alien,multi/mi1G6.aiff,mi1g-multi.json
wrong,wrong,cvc/mi1B75.aiff,mib-cvc.json
caught,caught,cvc/mi1B8.aiff,mib-cvc.json
coal,call,cvc/mi1B9.aiff,mib-cvc.json
wet,wet,cvc/mi1B73.aiff,mib-cvc.json
walk,walk,cvc/mi1B71.aiff,mib-cvc.json
wall,wall,cvc/mi1B72.aiff,mib-cvc.json
wool,wool,cvc/mi1B74.aiff,mib-cvc.json
fail,fail,cvc/mi1B24.aiff,mib-cvc.json
dull,doll,cvc/mi1B22.aiff,mib-cvc.json
doll,doll,cvc/mi1B20.aiff,mib-cvc.json
fade,fade,cvc/mi1B23.aiff,mib-cvc.json
head,head,cvc/mi1B34.aiff,mib-cvc.json
guide,guide,cvc/mi1B33.aiff,mib-cvc.json
fell,foul,cvc/mi1B26.aiff,mib-cvc.json
fire,fire,cvc/mi1B27.aiff,mib-cvc.json
pal,pal,cvc/mi1B52.aiff,mib-cvc.json
mile,mile,cvc/mi1B49.aiff,mib-cvc.json
cab,cab,cvc/mi1B5.aiff,mib-cvc.json
meal,meal,cvc/mi1B48.aiff,mib-cvc.json
mill,no,cvc/mi1B50.aiff,mib-cvc.json
lull,lol,cvc/mi1B44.aiff,mib-cvc.json
lung,long,cvc/mi1B45.aiff,mib-cvc.json
math,math,cvc/mi1B47.aiff,mib-cvc.json
main,maine,cvc/mi1B46.aiff,mib-cvc.json
death,death,cvc/mi1B16.aiff,mib-cvc.json
cough,cough,cvc/mi1B15.aiff,mib-cvc.json
south,south,cvc/mi1B1063.aiff,mib-cvc.json
bite,bite,cvc/mi1B1.aiff,mib-cvc.json
bean,bean,cvc/mi1B0.aiff,mib-cvc.json
fool,fool,cvc/mi1B28.aiff,mib-cvc.json
foul,foul,cvc/mi1B29.aiff,mib-cvc.json
code,code,cvc/mi1B10.aiff,mib-cvc.json
cot,cot,cvc/mi1B14.aiff,mib-cvc.json
con,null,cvc/mi1B12.aiff,mib-cvc.json
cool,cool,cvc/mi1B13.aiff,mib-cvc.json
coin,coin,cvc/mi1B11.aiff,mib-cvc.json
sail,sale,cvc/mi1B60.aiff,mib-cvc.json
sell,cell,cvc/mi1B61.aiff,mib-cvc.json
pin,pen,cvc/mi1B54.aiff,mib-cvc.json
poke,hulk,cvc/mi1B55.aiff,mib-cvc.json
pen,pen,cvc/mi1B53.aiff,mib-cvc.json
pool,pool,cvc/mi1B56.aiff,mib-cvc.json
pull,pole,cvc/mi1B57.aiff,mib-cvc.json
rip,rip,cvc/mi1B59.aiff,mib-cvc.json
rice,rice,cvc/mi1B58.aiff,mib-cvc.json
calm,calm,cvc/mi1B6.aiff,mib-cvc.json
void,void,cvc/mi1B70.aiff,mib-cvc.json
can,can,cvc/mi1B7.aiff,mib-cvc.json
sour,sour,cvc/mi1B62.aiff,mib-cvc.json
south,soup,cvc/mi1B63.aiff,mib-cvc.json
tool,tool,cvc/mi1B65.aiff,mib-cvc.json
tape,tape,cvc/mi1B64.aiff,mib-cvc.json
town,town,cvc/mi1B67.aiff,mib-cvc.json
towel,towel,cvc/mi1B66.aiff,mib-cvc.json
tube,tube,cvc/mi1B68.aiff,mib-cvc.json
voice,voice,cvc/mi1B69.aiff,mib-cvc.json
loyal,loyal,cvc/mi1B42.aiff,mib-cvc.json
luck,lock,cvc/mi1B43.aiff,mib-cvc.json
full,fall,cvc/mi1B30.aiff,mib-cvc.json
boil,boil,cvc/mi1B3.aiff,mib-cvc.json
good,good,cvc/mi1B32.aiff,mib-cvc.json
feed,feed,cvc/mi1B25.aiff,mib-cvc.json
dig,dig,cvc/mi1B17.aiff,mib-cvc.json
boat,boat,cvc/mi1B2.aiff,mib-cvc.json
dock,dock,cvc/mi1B19.aiff,mib-cvc.json
dime,time,cvc/mi1B18.aiff,mib-cvc.json
doubt,doubt,cvc/mi1B21.aiff,mib-cvc.json
lit,lit,cvc/mi1B39.aiff,mib-cvc.json
bull,pole,cvc/mi1B4.aiff,mib-cvc.json
love,5,cvc/mi1B41.aiff,mib-cvc.json
keep,keep,cvc/mi1B38.aiff,mib-cvc.json
hill,hill,cvc/mi1B36.aiff,mib-cvc.json
home,home,cvc/mi1B37.aiff,mib-cvc.json
heal,heal,cvc/mi1B35.aiff,mib-cvc.json
loud,loud,cvc/mi1B40.aiff,mib-cvc.json
gap,gap,cvc/mi1B31.aiff,mib-cvc.json
mob,mob,cvc/mi1B51.aiff,mib-cvc.json
