Expected Output,Actual Output,File name,Parsed Json file
subdivide,thunderman,so0G99.aiff,so0G-multi.json
serenade,serenade,so0G95.aiff,so0G-multi.json
spider,spider,so0G96.aiff,so0G-multi.json
sarcastic,sarcastic,so0G94.aiff,so0G-multi.json
sterile,stale,so0G97.aiff,so0G-multi.json
malfunction,no thanks,so0G59.aiff,so0G-multi.json
macaroni,macaroni,so0G58.aiff,so0G-multi.json
incoherent,incoherent,so0G50.aiff,so0G-multi.json
caterpillar,caterpillar,so0G19.aiff,so0G-multi.json
kazoo,kazoo,so0G55.aiff,so0G-multi.json
hurricane,hurricane,so0G49.aiff,so0G-multi.json
helicopter,helicopter,so0G48.aiff,so0G-multi.json
functionary,functionary,so0G42.aiff,so0G-multi.json
gallop,gallop,so0G43.aiff,so0G-multi.json
feminism,feminism,so0G40.aiff,so0G-multi.json
forecast,forecast,so0G41.aiff,so0G-multi.json
giant,john,so0G45.aiff,so0G-multi.json
generalize,general eyes,so0G44.aiff,so0G-multi.json
happily,null,so0G47.aiff,so0G-multi.json
guitar,guitar,so0G46.aiff,so0G-multi.json
qualify,null,so0G88.aiff,so0G-multi.json
readable,audible,so0G89.aiff,so0G-multi.json
porcelain,porcelain,so0G80.aiff,so0G-multi.json
porcupine,porcupine,so0G81.aiff,so0G-multi.json
potassium,potassium,so0G82.aiff,so0G-multi.json
precipitate,precipitate,so0G83.aiff,so0G-multi.json
prolong,prolong,so0G87.aiff,so0G-multi.json
preferably,preferably,so0G84.aiff,so0G-multi.json
proclaim,put playing proclaim,so0G85.aiff,so0G-multi.json
procrastinate,procrastinate,so0G86.aiff,so0G-multi.json
unclean,i'm clean,so0G109.aiff,so0G-multi.json
unbroken,unbroken,so0G108.aiff,so0G-multi.json
teamster,teamster,so0G103.aiff,so0G-multi.json
sweeten,sweeten,so0G101.aiff,so0G-multi.json
tangerine,tangerine,so0G102.aiff,so0G-multi.json
superhighway,super highway,so0G100.aiff,so0G-multi.json
trombone,trombone,so0G106.aiff,so0G-multi.json
diabetes,diabetes,so0G31.aiff,so0G-multi.json
detrimental,detrimental,so0G30.aiff,so0G-multi.json
disapproval,dissaproval,so0G33.aiff,so0G-multi.json
disagree,disagree,so0G32.aiff,so0G-multi.json
deactivate,deactivate,so0G29.aiff,so0G-multi.json
tomato,tomato,so0G105.aiff,so0G-multi.json
tiger,tiger,so0G104.aiff,so0G-multi.json
unadvised,null,so0G107.aiff,so0G-multi.json
cafÂŽ,cafe,so0G18.aiff,so0G-multi.json
robin,robin,so0G91.aiff,so0G-multi.json
recording,recording,so0G90.aiff,so0G-multi.json
rodeo,rodeo,so0G92.aiff,so0G-multi.json
salamander,salamander,so0G93.aiff,so0G-multi.json
strengthen,strengthen,so0G98.aiff,so0G-multi.json
paranoia,paranoia,so0G75.aiff,so0G-multi.json
peninsula,null,so0G77.aiff,so0G-multi.json
paragraph,paragraph,so0G74.aiff,so0G-multi.json
proclaim,proclaim,so0G1085.aiff,so0G-multi.json
victorious,victorious,so0G111.aiff,so0G-multi.json
armadillo,armadillo,so0G11.aiff,so0G-multi.json
bombard,soundbar,so0G17.aiff,so0G-multi.json
bassinet,bassinet,so0G14.aiff,so0G-multi.json
bikini,bikini,so0G16.aiff,so0G-multi.json
bazooka,bazooka,so0G15.aiff,so0G-multi.json
iodine,adam,so0G53.aiff,so0G-multi.json
insulate,insult insult,so0G52.aiff,so0G-multi.json
influenza,influenza,so0G51.aiff,so0G-multi.json
kangeroo,kangaroo,so0G54.aiff,so0G-multi.json
liberator,liberator,so0G57.aiff,so0G-multi.json
lemonade,lemonade,so0G56.aiff,so0G-multi.json
porcupine,porcupine,so1G81.aiff,so1G-multi.json
porcelain,porcelain,so1G80.aiff,so1G-multi.json
potassium,potassium,so1G82.aiff,so1G-multi.json
dandelion,dandelion,so1G28.aiff,so1G-multi.json
deactivate,deactivate,so1G29.aiff,so1G-multi.json
cemetery,cemetery,so1G21.aiff,so1G-multi.json
clarinet,clarinet,so1G23.aiff,so1G-multi.json
qualify,qualify,so1G88.aiff,so1G-multi.json
readable,readable,so1G89.aiff,so1G-multi.json
proclaim,proclaim,so1G85.aiff,so1G-multi.json
procrastinate,procrastinate,so1G86.aiff,so1G-multi.json
prolong,prolong,so1G87.aiff,so1G-multi.json
preferably,preferably,so1G84.aiff,so1G-multi.json
precipitate,precipitate,so1G83.aiff,so1G-multi.json
cauliflower,cauliflower,so1G20.aiff,so1G-multi.json
circumstance,circumstance,so1G22.aiff,so1G-multi.json
coronation,coronation,so1G26.aiff,so1G-multi.json
constellation,constellation,so1G24.aiff,so1G-multi.json
coyote,coyote,so1G27.aiff,so1G-multi.json
consume,consume,so1G25.aiff,so1G-multi.json
macaroni,macaroni,so1G58.aiff,so1G-multi.json
malfunction,malfunction,so1G59.aiff,so1G-multi.json
incoherent,incoherent,so1G50.aiff,so1G-multi.json
influenza,influenza,so1G51.aiff,so1G-multi.json
insulate,insulate,so1G52.aiff,so1G-multi.json
iodine,iodine,so1G53.aiff,so1G-multi.json
lemonade,lemonade,so1G56.aiff,so1G-multi.json
kangeroo,kangaroo,so1G54.aiff,so1G-multi.json
outdoors,outdoors,so1G72.aiff,so1G-multi.json
pastel,astro,so1G76.aiff,so1G-multi.json
kazoo,kazoo,so1G55.aiff,so1G-multi.json
liberator,liberator,so1G57.aiff,so1G-multi.json
photographic,photographic,so1G78.aiff,so1G-multi.json
poisoner,poisoner,so1G79.aiff,so1G-multi.json
outshine,outshine,so1G73.aiff,so1G-multi.json
optimism,optimism,so1G71.aiff,so1G-multi.json
opportune,opportun,so1G70.aiff,so1G-multi.json
feminism,feminism,so1G40.aiff,so1G-multi.json
gallop,gallop,so1G43.aiff,so1G-multi.json
functionary,functionary,so1G42.aiff,so1G-multi.json
forecast,forecast,so1G41.aiff,so1G-multi.json
guitar,guitar,so1G46.aiff,so1G-multi.json
giant,giant,so1G45.aiff,so1G-multi.json
happily,happily,so1G47.aiff,so1G-multi.json
obedient,obedient,so1G67.aiff,so1G-multi.json
nectarine,nectarine,so1G66.aiff,so1G-multi.json
mispronounce,miss pronounce,so1G64.aiff,so1G-multi.json
museum,museum,so1G65.aiff,so1G-multi.json
underrate,underrate,so1G110.aiff,so1G-multi.json
victorious,victorious,so1G111.aiff,so1G-multi.json
forecast,forecast,so1G1041.aiff,so1G-multi.json
generalize,general lives,so1G44.aiff,so1G-multi.json
strengthen,strengthen,so1G98.aiff,so1G-multi.json
caterpillar,caterpillar,so1G19.aiff,so1G-multi.json
cafÂŽ,cafe,so1G18.aiff,so1G-multi.json
armadillo,armadillo,so1G11.aiff,so1G-multi.json
athletic,athletic,so1G12.aiff,so1G-multi.json
aquarium,aquarium,so1G10.aiff,so1G-multi.json
axle,axle,so1G13.aiff,so1G-multi.json
bikini,bikini,so1G16.aiff,so1G-multi.json
earthy,earthy,so1G35.aiff,so1G-multi.json
disapproval,dissaproval,so1G33.aiff,so1G-multi.json
detrimental,detrimental,so1G30.aiff,so1G-multi.json
diabetes,diabetes,so1G31.aiff,so1G-multi.json
disagree,disagree,so1G32.aiff,so1G-multi.json
unbroken,unbroken,so1G108.aiff,so1G-multi.json
unclean,unclean,so1G109.aiff,so1G-multi.json
amphibian,amphibian,so1G8.aiff,so1G-multi.json
absent,absent,so1G0.aiff,so1G-multi.json
accelerate,accelerate,so1G2.aiff,so1G-multi.json
accuser,accuser,so1G3.aiff,so1G-multi.json
absentee,absentee,so1G1.aiff,so1G-multi.json
alligator,alligator,so1G7.aiff,so1G-multi.json
alien,alien,so1G6.aiff,so1G-multi.json
paragraph,paragraph,so1G74.aiff,so1G-multi.json
paranoia,paranoia,so1G75.aiff,so1G-multi.json
peninsula,counselor,so1G77.aiff,so1G-multi.json
helicopter,helicopter,so1G48.aiff,so1G-multi.json
hurricane,hurricane,so1G49.aiff,so1G-multi.json
tomato,tomato,so1G105.aiff,so1G-multi.json
tiger,tiger,so1G104.aiff,so1G-multi.json
trombone,trombone,so1G106.aiff,so1G-multi.json
unadvised,on advised,so1G107.aiff,so1G-multi.json
sweeten,sweden,so1G101.aiff,so1G-multi.json
tangerine,tangerine,so1G102.aiff,so1G-multi.json
superhighway,super highway,so1G100.aiff,so1G-multi.json
subdivide,subdivide,so1G99.aiff,so1G-multi.json
recording,recording,so1G90.aiff,so1G-multi.json
salamander,salamander,so1G93.aiff,so1G-multi.json
robin,robin,so1G91.aiff,so1G-multi.json
rodeo,rodeo,so1G92.aiff,so1G-multi.json
anonymous,anonymous,so1G9.aiff,so1G-multi.json
bassinet,bassinet,so1G14.aiff,so1G-multi.json
bombard,bombard,so1G17.aiff,so1G-multi.json
bazooka,bazooka,so1G15.aiff,so1G-multi.json
sterile,sterile,so1G97.aiff,so1G-multi.json
serenade,serenade,so1G95.aiff,so1G-multi.json
sarcastic,sarcastic,so1G94.aiff,so1G-multi.json
spider,spider,so1G96.aiff,so1G-multi.json
adapt,adapt,so1G4.aiff,so1G-multi.json
alibi,alibi,so1G5.aiff,so1G-multi.json
exterior,exterior,so1G38.aiff,so1G-multi.json
feminine,feminine,so1G39.aiff,so1G-multi.json
discourteous,discordious,so1G34.aiff,so1G-multi.json
evaporate,evaporate,so1G37.aiff,so1G-multi.json
equalizer,equalizer,so1G36.aiff,so1G-multi.json
teamster,keemstar,so1G103.aiff,so1G-multi.json
obtain,ok,so1G69.aiff,so1G-multi.json
obsession,obsession,so1G68.aiff,so1G-multi.json
manufacture,manufacture,so1G60.aiff,so1G-multi.json
martini,martini,so1G61.aiff,so1G-multi.json
mighty,mighty,so1G63.aiff,so1G-multi.json
mascara,mascara,so1G62.aiff,so1G-multi.json
heed,hied,vowel/so6J20004.aiff,so6j-vowel.json
hayed,hade,vowel/so6J20002.aiff,so6j-vowel.json
hood,hood,vowel/so6J10009.aiff,so6j-vowel.json
hayed,hade,vowel/so6J2.aiff,so6j-vowel.json
who'd,good,vowel/so6J10008.aiff,so6j-vowel.json
hod,hard,vowel/so6J20000.aiff,so6j-vowel.json
head,head,vowel/so6J40006.aiff,so6j-vowel.json
hod,hood,vowel/so6J0.aiff,so6j-vowel.json
head,head,vowel/so6J10006.aiff,so6j-vowel.json
had,head,vowel/so6J10007.aiff,so6j-vowel.json
hoed,heard,vowel/so6J10003.aiff,so6j-vowel.json
heed,hied,vowel/so6J10004.aiff,so6j-vowel.json
hayed,hade,vowel/so6J10002.aiff,so6j-vowel.json
hid,head,vowel/so6J10005.aiff,so6j-vowel.json
hudd,hood,vowel/so6J1.aiff,so6j-vowel.json
hoed,hood,vowel/so6J3.aiff,so6j-vowel.json
had,head,vowel/so6J7.aiff,so6j-vowel.json
hid,kid,vowel/so6J5.aiff,so6j-vowel.json
hid,head,vowel/so6J30005.aiff,so6j-vowel.json
heed,hied,vowel/so6J30004.aiff,so6j-vowel.json
hood,hood,vowel/so6J20009.aiff,so6j-vowel.json
who'd,good,vowel/so6J20008.aiff,so6j-vowel.json
had,head,vowel/so6J20007.aiff,so6j-vowel.json
hid,head,vowel/so6J40005.aiff,so6j-vowel.json
who'd,good,vowel/so6J40008.aiff,so6j-vowel.json
had,head,vowel/so6J40007.aiff,so6j-vowel.json
hood,hood,vowel/so6J9.aiff,so6j-vowel.json
who'd,good,vowel/so6J8.aiff,so6j-vowel.json
hood,hood,vowel/so6J40009.aiff,so6j-vowel.json
head,head,vowel/so6J6.aiff,so6j-vowel.json
hoed,code,vowel/so6J30003.aiff,so6j-vowel.json
had,head,vowel/so6J30007.aiff,so6j-vowel.json
hod,hard,vowel/so6J40000.aiff,so6j-vowel.json
heed,hied,vowel/so6J4.aiff,so6j-vowel.json
hayed,hade,vowel/so6J40002.aiff,so6j-vowel.json
hudd,good,vowel/so6J40001.aiff,so6j-vowel.json
who'd,food,vowel/so6J30008.aiff,so6j-vowel.json
hood,good,vowel/so6J30009.aiff,so6j-vowel.json
head,head,vowel/so6J30006.aiff,so6j-vowel.json
hod,hard,vowel/so6J10000.aiff,so6j-vowel.json
hudd,hood,vowel/so6J10001.aiff,so6j-vowel.json
head,head,vowel/so6J20006.aiff,so6j-vowel.json
hid,head,vowel/so6J20005.aiff,so6j-vowel.json
hudd,hood,vowel/so6J20001.aiff,so6j-vowel.json
hoed,head,vowel/so6J20003.aiff,so6j-vowel.json
hayed,hate,vowel/so6J30002.aiff,so6j-vowel.json
hod,hard,vowel/so6J30000.aiff,so6j-vowel.json
hudd,good,vowel/so6J30001.aiff,so6j-vowel.json
hoed,code,vowel/so6J40003.aiff,so6j-vowel.json
heed,guide,vowel/so6J40004.aiff,so6j-vowel.json
strengthen,strengthen,multi\so9G98.aiff,so9-multi.json
subdivide,subdivide,multi\so9G99.aiff,so9-multi.json
tomato,tomato,multi\so9G105.aiff,so9-multi.json
trombone,trombone,multi\so9G106.aiff,so9-multi.json
sweeten,sweden,multi\so9G101.aiff,so9-multi.json
tangerine,tangerine,multi\so9G102.aiff,so9-multi.json
teamster,teamster,multi\so9G103.aiff,so9-multi.json
happily,happily,multi\so9G47.aiff,so9-multi.json
hurricane,hurricane,multi\so9G49.aiff,so9-multi.json
alibi,alibi,multi\so9G5.aiff,so9-multi.json
helicopter,helicopter,multi\so9G48.aiff,so9-multi.json
generalize,general eyes,multi\so9G44.aiff,so9-multi.json
guitar,guitar,multi\so9G46.aiff,so9-multi.json
giant,giant,multi\so9G45.aiff,so9-multi.json
tiger,tiger,multi\so9G104.aiff,so9-multi.json
absent,absent,multi\so9G0.aiff,so9-multi.json
absentee,absentee,multi\so9G1.aiff,so9-multi.json
aquarium,aquarium,multi\so9G10.aiff,so9-multi.json
superhighway,super highway,multi\so9G100.aiff,so9-multi.json
incoherent,incoherent,multi\so9G50.aiff,so9-multi.json
influenza,influenza,multi\so9G51.aiff,so9-multi.json
gallop,gallop,multi\so9G43.aiff,so9-multi.json
forecast,forecast,multi\so9G41.aiff,so9-multi.json
functionary,functionary,multi\so9G42.aiff,so9-multi.json
exterior,exterior,multi\so9G38.aiff,so9-multi.json
feminine,feminine,multi\so9G39.aiff,so9-multi.json
adapt,adapt,multi\so9G4.aiff,so9-multi.json
feminism,feminism,multi\so9G40.aiff,so9-multi.json
athletic,athletic,multi\so9G12.aiff,so9-multi.json
underrate,under 8,multi\so9G110.aiff,so9-multi.json
victorious,victorious,multi\so9G111.aiff,so9-multi.json
unadvised,an advised,multi\so9G107.aiff,so9-multi.json
unclean,unclean,multi\so9G109.aiff,so9-multi.json
armadillo,armadillo,multi\so9G11.aiff,so9-multi.json
unbroken,unbroken,multi\so9G108.aiff,so9-multi.json
earthy,earthy,multi\so9G35.aiff,so9-multi.json
discourteous,discordious,multi\so9G34.aiff,so9-multi.json
equalizer,equalizer,multi\so9G36.aiff,so9-multi.json
evaporate,evaporate,multi\so9G37.aiff,so9-multi.json
bassinet,bassinet,multi\so9G14.aiff,so9-multi.json
bazooka,bazooka,multi\so9G15.aiff,so9-multi.json
axle,axle,multi\so9G13.aiff,so9-multi.json
photographic,photographic,multi\so9G78.aiff,so9-multi.json
poisoner,poison,multi\so9G79.aiff,so9-multi.json
paragraph,paragraph,multi\so9G74.aiff,so9-multi.json
pastel,pastel,multi\so9G76.aiff,so9-multi.json
paranoia,paranoia,multi\so9G75.aiff,so9-multi.json
peninsula,peninsula,multi\so9G77.aiff,so9-multi.json
outdoors,outdoors,multi\so9G72.aiff,so9-multi.json
mighty,mighty,multi\so9G63.aiff,so9-multi.json
mascara,mascara,multi\so9G62.aiff,so9-multi.json
obedient,obedient,multi\so9G67.aiff,so9-multi.json
nectarine,nectarine,multi\so9G66.aiff,so9-multi.json
museum,museum,multi\so9G65.aiff,so9-multi.json
obsession,obsession,multi\so9G68.aiff,so9-multi.json
constellation,constellation,multi\so9G24.aiff,so9-multi.json
opportune,opportun,multi\so9G70.aiff,so9-multi.json
optimism,optimism,multi\so9G71.aiff,so9-multi.json
outshine,outshine,multi\so9G73.aiff,so9-multi.json
alligator,alligator,multi\so9G7.aiff,so9-multi.json
obtain,obtain,multi\so9G69.aiff,so9-multi.json
martini,martini,multi\so9G61.aiff,so9-multi.json
mispronounce,mispronounce,multi\so9G64.aiff,so9-multi.json
clarinet,clarinet,multi\so9G23.aiff,so9-multi.json
circumstance,circumstance,multi\so9G22.aiff,so9-multi.json
accelerate,accelerate,multi\so9G2.aiff,so9-multi.json
cemetery,cemetery,multi\so9G21.aiff,so9-multi.json
cauliflower,cauliflower,multi\so9G20.aiff,so9-multi.json
bikini,bikini,multi\so9G16.aiff,so9-multi.json
bombard,bombard,multi\so9G17.aiff,so9-multi.json
caterpillar,caterpillar,multi\so9G19.aiff,so9-multi.json
cafÂŽ,cafe,multi\so9G18.aiff,so9-multi.json
prolong,prolong,multi\so9G87.aiff,so9-multi.json
qualify,qualify,multi\so9G88.aiff,so9-multi.json
porcelain,porcelain,multi\so9G80.aiff,so9-multi.json
porcupine,porcupine,multi\so9G81.aiff,so9-multi.json
amphibian,amphibian,multi\so9G8.aiff,so9-multi.json
potassium,potassium,multi\so9G82.aiff,so9-multi.json
procrastinate,procrastinate,multi\so9G86.aiff,so9-multi.json
preferably,preferably,multi\so9G84.aiff,so9-multi.json
precipitate,precipitate,multi\so9G83.aiff,so9-multi.json
proclaim,proclaim,multi\so9G85.aiff,so9-multi.json
alien,alien,multi\so9G6.aiff,so9-multi.json
manufacture,manufacture,multi\so9G60.aiff,so9-multi.json
kangeroo,kangaroo,multi\so9G54.aiff,so9-multi.json
insulate,insulate,multi\so9G52.aiff,so9-multi.json
iodine,iodine,multi\so9G53.aiff,so9-multi.json
kazoo,kazoo,multi\so9G55.aiff,so9-multi.json
lemonade,lemonade,multi\so9G56.aiff,so9-multi.json
macaroni,macaroni,multi\so9G58.aiff,so9-multi.json
liberator,liberator,multi\so9G57.aiff,so9-multi.json
malfunction,malfunction,multi\so9G59.aiff,so9-multi.json
deactivate,deactivate,multi\so9G29.aiff,so9-multi.json
detrimental,detrimental,multi\so9G30.aiff,so9-multi.json
diabetes,diabetes,multi\so9G31.aiff,so9-multi.json
accuser,accuser,multi\so9G3.aiff,so9-multi.json
sterile,sterile,multi\so9G97.aiff,so9-multi.json
spider,spider,multi\so9G96.aiff,so9-multi.json
rodeo,rodeo,multi\so9G92.aiff,so9-multi.json
disagree,disagree,multi\so9G32.aiff,so9-multi.json
disapproval,dissaproval,multi\so9G33.aiff,so9-multi.json
consume,consume,multi\so9G25.aiff,so9-multi.json
coyote,coyote,multi\so9G27.aiff,so9-multi.json
coronation,coronation,multi\so9G26.aiff,so9-multi.json
dandelion,dandelion,multi\so9G28.aiff,so9-multi.json
salamander,salamander,multi\so9G93.aiff,so9-multi.json
serenade,serenade,multi\so9G95.aiff,so9-multi.json
sarcastic,sarcastic,multi\so9G94.aiff,so9-multi.json
anonymous,anonymous,multi\so9G9.aiff,so9-multi.json
robin,robin,multi\so9G91.aiff,so9-multi.json
readable,read a book,multi\so9G89.aiff,so9-multi.json
recording,recording,multi\so9G90.aiff,so9-multi.json
