Expected Output,Actual Output,File name,Parsed Json file
hoed,hard,at7J30003.aiff,at7J-vowel.json
hod,hard,at7J30000.aiff,at7J-vowel.json
hayed,head,at7J30002.aiff,at7J-vowel.json
hid,head,at7J20005.aiff,at7J-vowel.json
hod,null,at7J20000.aiff,at7J-vowel.json
hudd,null,at7J20001.aiff,at7J-vowel.json
hoed,hard,at7J20003.aiff,at7J-vowel.json
hayed,hair,at7J20002.aiff,at7J-vowel.json
had,null,at7J20007.aiff,at7J-vowel.json
heed,head,at7J20004.aiff,at7J-vowel.json
superhighway,super highway,multi/mi1G100.aiff,mi1g-multi.json
absentee,epson t.,multi/mi1G1.aiff,mi1g-multi.json
bassinet,basin net,multi/mi1G14.aiff,mi1g-multi.json
caf,cafe,multi/mi1G18.aiff,mi1g-multi.json
equalizer,equilizer,multi/mi1G1036.aiff,mi1g-multi.json
sweeten,sweden,multi/mi1G101.aiff,mi1g-multi.json
disapproval,dissaproval,multi/mi1G33.aiff,mi1g-multi.json
earthy,earthsea,multi/mi1G35.aiff,mi1g-multi.json
kangeroo,kangaroo,multi/mi1G54.aiff,mi1g-multi.json
underrate,underweight,multi/mi1G110.aiff,mi1g-multi.json
mispronounce,miss pronounce,multi/mi1G64.aiff,mi1g-multi.json
opportune,opportun,multi/mi1G70.aiff,mi1g-multi.json
generalize,general eyes,multi/mi1G44.aiff,mi1g-multi.json
unadvised,1 advised,multi/mi1G107.aiff,mi1g-multi.json
coal,call,cvc/mi1B9.aiff,mib-cvc.json
dull,doll,cvc/mi1B22.aiff,mib-cvc.json
fell,foul,cvc/mi1B26.aiff,mib-cvc.json
mill,no,cvc/mi1B50.aiff,mib-cvc.json
lull,lol,cvc/mi1B44.aiff,mib-cvc.json
lung,long,cvc/mi1B45.aiff,mib-cvc.json
main,maine,cvc/mi1B46.aiff,mib-cvc.json
con,null,cvc/mi1B12.aiff,mib-cvc.json
sail,sale,cvc/mi1B60.aiff,mib-cvc.json
sell,cell,cvc/mi1B61.aiff,mib-cvc.json
pin,pen,cvc/mi1B54.aiff,mib-cvc.json
poke,hulk,cvc/mi1B55.aiff,mib-cvc.json
pull,pole,cvc/mi1B57.aiff,mib-cvc.json
south,soup,cvc/mi1B63.aiff,mib-cvc.json
luck,lock,cvc/mi1B43.aiff,mib-cvc.json
full,fall,cvc/mi1B30.aiff,mib-cvc.json
dime,time,cvc/mi1B18.aiff,mib-cvc.json
bull,pole,cvc/mi1B4.aiff,mib-cvc.json
love,5,cvc/mi1B41.aiff,mib-cvc.json
who'd,food,vowel/ne1J10008.aiff,ne1j-vowel.json
hood,good,vowel/ne1J10009.aiff,ne1j-vowel.json
hod,hard,vowel/ne1J20000.aiff,ne1j-vowel.json
hid,head,vowel/ne1J30005.aiff,ne1j-vowel.json
heed,hied,vowel/ne1J30004.aiff,ne1j-vowel.json
who'd,food,vowel/ne1J20008.aiff,ne1j-vowel.json
hoed,hood,vowel/ne1J3.aiff,ne1j-vowel.json
hid,head,vowel/ne1J20005.aiff,ne1j-vowel.json
hoed,heard,vowel/ne1J20003.aiff,ne1j-vowel.json
hayed,hade,vowel/ne1J20002.aiff,ne1j-vowel.json
hudd,hud,vowel/ne1J20001.aiff,ne1j-vowel.json
heed,d. heed,vowel/ne1J20004.aiff,ne1j-vowel.json
hayed,hate,vowel/ne1J2.aiff,ne1j-vowel.json
hayed,hade,vowel/ne1J30002.aiff,ne1j-vowel.json
hod,hard,vowel/ne1J30000.aiff,ne1j-vowel.json
hoed,heard,vowel/ne1J30003.aiff,ne1j-vowel.json
hudd,hide,vowel/ne1J30001.aiff,ne1j-vowel.json
who'd,food,vowel/ne1J30008.aiff,ne1j-vowel.json
hood,good,vowel/ne1J30009.aiff,ne1j-vowel.json
heed,heat,vowel/ne1J40004.aiff,ne1j-vowel.json
hoed,hood,vowel/ne1J40003.aiff,ne1j-vowel.json
heed,guide,vowel/ne1J4.aiff,ne1j-vowel.json
hod,hard,vowel/ne1J40000.aiff,ne1j-vowel.json
hayed,head,vowel/ne1J40002.aiff,ne1j-vowel.json
hudd,hood,vowel/ne1J40001.aiff,ne1j-vowel.json
hood,good,vowel/ne1J9.aiff,ne1j-vowel.json
who'd,food,vowel/ne1J8.aiff,ne1j-vowel.json
had,pad,vowel/ne1J7.aiff,ne1j-vowel.json
had,pad,vowel/ne1J40007.aiff,ne1j-vowel.json
who'd,good,vowel/ne1J40008.aiff,ne1j-vowel.json
hid,head,vowel/ne1J40005.aiff,ne1j-vowel.json
hudd,hud,vowel/ne1J10001.aiff,ne1j-vowel.json
hayed,hate,vowel/ne1J10002.aiff,ne1j-vowel.json
hoed,heard,vowel/ne1J10003.aiff,ne1j-vowel.json
heed,hied,vowel/ne1J10004.aiff,ne1j-vowel.json
hid,head,vowel/ne1J10005.aiff,ne1j-vowel.json
hod,hard,vowel/ne1J10000.aiff,ne1j-vowel.json
hod,hard,vowel/ne1J0.aiff,ne1j-vowel.json
hudd,hud,vowel/ne1J1.aiff,ne1j-vowel.json
kangeroo,kangaroo,ne9G54.aiff,ne9G-multi.json
insulate,null,ne9G52.aiff,ne9G-multi.json
generalize,general eyes,ne9G44.aiff,ne9G-multi.json
exterior,inferior,ne9G38.aiff,ne9G-multi.json
discourteous,discordious,ne9G34.aiff,ne9G-multi.json
disapproval,dissaproval,ne9G33.aiff,ne9G-multi.json
accelerate,celery,ne9G2.aiff,ne9G-multi.json
absentee,epson t.,ne9G1.aiff,ne9G-multi.json
deactivate,null,ne9G29.aiff,ne9G-multi.json
coronation,carnation,ne9G26.aiff,ne9G-multi.json
consume,film,ne9G25.aiff,ne9G-multi.json
obtain,a pain,ne9G69.aiff,ne9G-multi.json
mispronounce,mispronounced,ne9G64.aiff,ne9G-multi.json
manufacture,benefactor,ne9G60.aiff,ne9G-multi.json
sweeten,sweden,ne9G101.aiff,ne9G-multi.json
superhighway,super highway,ne9G100.aiff,ne9G-multi.json
unadvised,advised,ne9G107.aiff,ne9G-multi.json
opportune,opportun,ne9G70.aiff,ne9G-multi.json
pastel,null,ne9G76.aiff,ne9G-multi.json
cafÂŽ,cafe,ne9G18.aiff,ne9G-multi.json
bazooka,zuka,ne9G15.aiff,ne9G-multi.json
porcelain,person,ne9G80.aiff,ne9G-multi.json
preferably,preferribly,ne9G84.aiff,ne9G-multi.json
subdivide,sub divide,ne9G99.aiff,ne9G-multi.json
who'd,food,vowel/no1J40008.aiff,no1j-vowel.json
had,add,vowel/no1J10007.aiff,no1j-vowel.json
hudd,hood,vowel/no1J1.aiff,no1j-vowel.json
hod,hard,vowel/no1J10000.aiff,no1j-vowel.json
hod,hard,vowel/no1J0.aiff,no1j-vowel.json
hudd,hard,vowel/no1J10001.aiff,no1j-vowel.json
hoed,hold,vowel/no1J10003.aiff,no1j-vowel.json
heed,guide,vowel/no1J10004.aiff,no1j-vowel.json
hayed,hate,vowel/no1J10002.aiff,no1j-vowel.json
hid,head,vowel/no1J10005.aiff,no1j-vowel.json
hood,good,vowel/no1J9.aiff,no1j-vowel.json
had,add,vowel/no1J40007.aiff,no1j-vowel.json
hid,head,vowel/no1J40005.aiff,no1j-vowel.json
hayed,paid,vowel/no1J20002.aiff,no1j-vowel.json
hoed,hold,vowel/no1J20003.aiff,no1j-vowel.json
hudd,hard,vowel/no1J20001.aiff,no1j-vowel.json
heed,eid,vowel/no1J20004.aiff,no1j-vowel.json
who'd,food,vowel/no1J10008.aiff,no1j-vowel.json
hod,hard,vowel/no1J20000.aiff,no1j-vowel.json
hayed,hate,vowel/no1J2.aiff,no1j-vowel.json
hoed,code,vowel/no1J40003.aiff,no1j-vowel.json
had,add,vowel/no1J30007.aiff,no1j-vowel.json
hood,good,vowel/no1J30009.aiff,no1j-vowel.json
who'd,food,vowel/no1J30008.aiff,no1j-vowel.json
hayed,paid,vowel/no1J40002.aiff,no1j-vowel.json
hudd,hide,vowel/no1J40001.aiff,no1j-vowel.json
hood,good,vowel/no1J20009.aiff,no1j-vowel.json
who'd,food,vowel/no1J20008.aiff,no1j-vowel.json
hoed,hold,vowel/no1J3.aiff,no1j-vowel.json
hod,todd,vowel/no1J30000.aiff,no1j-vowel.json
hayed,paid,vowel/no1J30002.aiff,no1j-vowel.json
hoed,hold,vowel/no1J30003.aiff,no1j-vowel.json
hudd,good,vowel/no1J30001.aiff,no1j-vowel.json
hid,head,vowel/no1J5.aiff,no1j-vowel.json
hood,good,vowel/no1J40009.aiff,no1j-vowel.json
had,head,vowel/no1J7.aiff,no1j-vowel.json
hid,head,vowel/no1J20005.aiff,no1j-vowel.json
heed,heat,vowel/no1J4.aiff,no1j-vowel.json
hod,todd,vowel/no1J40000.aiff,no1j-vowel.json
heed,hied,vowel/no1J30004.aiff,no1j-vowel.json
hid,head,vowel/no1J30005.aiff,no1j-vowel.json
had,add,vowel/no1J20007.aiff,no1j-vowel.json
underrate,underweight,no5G110.aiff,no5G-cvc.json
kangeroo,kangaroo,no5G54.aiff,no5G-cvc.json
opportune,opportun,no5G70.aiff,no5G-cvc.json
earthy,earthsea,no5G35.aiff,no5G-cvc.json
disapproval,dissaproval,no5G33.aiff,no5G-cvc.json
cafÂŽ,cafe,no5G18.aiff,no5G-cvc.json
superhighway,super highway,no5G100.aiff,no5G-cvc.json
generalize,general lies,no5G44.aiff,no5G-cvc.json
sweeten,sweden,no5G101.aiff,no5G-cvc.json
unadvised,on advised,no5G107.aiff,no5G-cvc.json
mispronounce,miss pronounce,no5G64.aiff,no5G-cvc.json
kangeroo,kangaroo,no5G54.aiff,no5G-multi.json
opportune,opportun,no5G70.aiff,no5G-multi.json
cafÂŽ,cafe,no5G18.aiff,no5G-multi.json
disapproval,dissaproval,no5G33.aiff,no5G-multi.json
earthy,earthsea,no5G35.aiff,no5G-multi.json
generalize,general lies,no5G44.aiff,no5G-multi.json
superhighway,super highway,no5G100.aiff,no5G-multi.json
sweeten,sweden,no5G101.aiff,no5G-multi.json
unadvised,on advised,no5G107.aiff,no5G-multi.json
underrate,underweight,no5G110.aiff,no5G-multi.json
mispronounce,miss pronounce,no5G64.aiff,no5G-multi.json
constellation,cancellation,no9G24.aiff,no9G-multi.json
coronation,current coronation,no9G26.aiff,no9G-multi.json
mispronounce,miss pronounce,no9G64.aiff,no9G-multi.json
prolong,null,no9G87.aiff,no9G-multi.json
preferably,preferribly,no9G84.aiff,no9G-multi.json
disapproval,dissaproval,no9G33.aiff,no9G-multi.json
cafÂŽ,cafe,no9G18.aiff,no9G-multi.json
axle,astro,no9G13.aiff,no9G-multi.json
athletic,aquatic,no9G12.aiff,no9G-multi.json
absentee,epson t.,no9G1.aiff,no9G-multi.json
absent,epson,no9G0.aiff,no9G-multi.json
generalize,general eyes,no9G44.aiff,no9G-multi.json
underrate,under 8,no9G110.aiff,no9G-multi.json
coronation,carnation,no9G1026.aiff,no9G-multi.json
salamander,fandor,no9G93.aiff,no9G-multi.json
porcelain,1st 1,no9G80.aiff,no9G-multi.json
superhighway,super highway,no9G100.aiff,no9G-multi.json
teamster,keemstar,no9G103.aiff,no9G-multi.json
sweeten,sweden,no9G101.aiff,no9G-multi.json
insulate,insulin,no9G52.aiff,no9G-multi.json
liberator,weber heater,no9G57.aiff,no9G-multi.json
kangeroo,kangaroo,no9G54.aiff,no9G-multi.json
opportune,opportun,no9G70.aiff,no9G-multi.json
mighty,my day,so0G63.aiff,so0G-multi.json
obedient,radiant,so0G67.aiff,so0G-multi.json
discourteous,discordious,so0G34.aiff,so0G-multi.json
nectarine,next train,so0G66.aiff,so0G-multi.json
earthy,earth birthday,so0G35.aiff,so0G-multi.json
pastel,best deal,so0G76.aiff,so0G-multi.json
coyote,cody,so0G27.aiff,so0G-multi.json
poisoner,poisonous,so0G79.aiff,so0G-multi.json
opportune,amazon,so0G70.aiff,so0G-multi.json
outshine,outside,so0G73.aiff,so0G-multi.json
cemetery,null,so0G21.aiff,so0G-multi.json
coronation,carnation,so0G26.aiff,so0G-multi.json
alibi,alabama,so0G5.aiff,so0G-multi.json
absentee,amazon the,so0G1.aiff,so0G-multi.json
insulate,insight,so0G1052.aiff,so0G-multi.json
earthy,everything,so0G1035.aiff,so0G-multi.json
underrate,right,so0G110.aiff,so0G-multi.json
adapt,that,so0G4.aiff,so0G-multi.json
subdivide,thunderman,so0G99.aiff,so0G-multi.json
sterile,stale,so0G97.aiff,so0G-multi.json
malfunction,no thanks,so0G59.aiff,so0G-multi.json
giant,john,so0G45.aiff,so0G-multi.json
generalize,general eyes,so0G44.aiff,so0G-multi.json
happily,null,so0G47.aiff,so0G-multi.json
qualify,null,so0G88.aiff,so0G-multi.json
readable,audible,so0G89.aiff,so0G-multi.json
proclaim,put playing proclaim,so0G85.aiff,so0G-multi.json
unclean,i'm clean,so0G109.aiff,so0G-multi.json
superhighway,super highway,so0G100.aiff,so0G-multi.json
disapproval,dissaproval,so0G33.aiff,so0G-multi.json
unadvised,null,so0G107.aiff,so0G-multi.json
cafÂŽ,cafe,so0G18.aiff,so0G-multi.json
peninsula,null,so0G77.aiff,so0G-multi.json
bombard,soundbar,so0G17.aiff,so0G-multi.json
iodine,adam,so0G53.aiff,so0G-multi.json
insulate,insult insult,so0G52.aiff,so0G-multi.json
kangeroo,kangaroo,so0G54.aiff,so0G-multi.json
kangeroo,kangaroo,so1G54.aiff,so1G-multi.json
pastel,astro,so1G76.aiff,so1G-multi.json
opportune,opportun,so1G70.aiff,so1G-multi.json
mispronounce,miss pronounce,so1G64.aiff,so1G-multi.json
generalize,general lives,so1G44.aiff,so1G-multi.json
cafÂŽ,cafe,so1G18.aiff,so1G-multi.json
disapproval,dissaproval,so1G33.aiff,so1G-multi.json
peninsula,counselor,so1G77.aiff,so1G-multi.json
unadvised,on advised,so1G107.aiff,so1G-multi.json
sweeten,sweden,so1G101.aiff,so1G-multi.json
superhighway,super highway,so1G100.aiff,so1G-multi.json
discourteous,discordious,so1G34.aiff,so1G-multi.json
teamster,keemstar,so1G103.aiff,so1G-multi.json
obtain,ok,so1G69.aiff,so1G-multi.json
heed,hied,vowel/so6J20004.aiff,so6j-vowel.json
hayed,hade,vowel/so6J20002.aiff,so6j-vowel.json
hayed,hade,vowel/so6J2.aiff,so6j-vowel.json
who'd,good,vowel/so6J10008.aiff,so6j-vowel.json
hod,hard,vowel/so6J20000.aiff,so6j-vowel.json
hod,hood,vowel/so6J0.aiff,so6j-vowel.json
had,head,vowel/so6J10007.aiff,so6j-vowel.json
hoed,heard,vowel/so6J10003.aiff,so6j-vowel.json
heed,hied,vowel/so6J10004.aiff,so6j-vowel.json
hayed,hade,vowel/so6J10002.aiff,so6j-vowel.json
hid,head,vowel/so6J10005.aiff,so6j-vowel.json
hudd,hood,vowel/so6J1.aiff,so6j-vowel.json
hoed,hood,vowel/so6J3.aiff,so6j-vowel.json
had,head,vowel/so6J7.aiff,so6j-vowel.json
hid,kid,vowel/so6J5.aiff,so6j-vowel.json
hid,head,vowel/so6J30005.aiff,so6j-vowel.json
heed,hied,vowel/so6J30004.aiff,so6j-vowel.json
who'd,good,vowel/so6J20008.aiff,so6j-vowel.json
had,head,vowel/so6J20007.aiff,so6j-vowel.json
hid,head,vowel/so6J40005.aiff,so6j-vowel.json
who'd,good,vowel/so6J40008.aiff,so6j-vowel.json
had,head,vowel/so6J40007.aiff,so6j-vowel.json
who'd,good,vowel/so6J8.aiff,so6j-vowel.json
hoed,code,vowel/so6J30003.aiff,so6j-vowel.json
had,head,vowel/so6J30007.aiff,so6j-vowel.json
hod,hard,vowel/so6J40000.aiff,so6j-vowel.json
heed,hied,vowel/so6J4.aiff,so6j-vowel.json
hayed,hade,vowel/so6J40002.aiff,so6j-vowel.json
hudd,good,vowel/so6J40001.aiff,so6j-vowel.json
who'd,food,vowel/so6J30008.aiff,so6j-vowel.json
hood,good,vowel/so6J30009.aiff,so6j-vowel.json
hod,hard,vowel/so6J10000.aiff,so6j-vowel.json
hudd,hood,vowel/so6J10001.aiff,so6j-vowel.json
hid,head,vowel/so6J20005.aiff,so6j-vowel.json
hudd,hood,vowel/so6J20001.aiff,so6j-vowel.json
hoed,head,vowel/so6J20003.aiff,so6j-vowel.json
hayed,hate,vowel/so6J30002.aiff,so6j-vowel.json
hod,hard,vowel/so6J30000.aiff,so6j-vowel.json
hudd,good,vowel/so6J30001.aiff,so6j-vowel.json
hoed,code,vowel/so6J40003.aiff,so6j-vowel.json
heed,guide,vowel/so6J40004.aiff,so6j-vowel.json
sweeten,sweden,multi\so9G101.aiff,so9-multi.json
generalize,general eyes,multi\so9G44.aiff,so9-multi.json
superhighway,super highway,multi\so9G100.aiff,so9-multi.json
underrate,under 8,multi\so9G110.aiff,so9-multi.json
unadvised,an advised,multi\so9G107.aiff,so9-multi.json
discourteous,discordious,multi\so9G34.aiff,so9-multi.json
poisoner,poison,multi\so9G79.aiff,so9-multi.json
opportune,opportun,multi\so9G70.aiff,so9-multi.json
cafÂŽ,cafe,multi\so9G18.aiff,so9-multi.json
kangeroo,kangaroo,multi\so9G54.aiff,so9-multi.json
disapproval,dissaproval,multi\so9G33.aiff,so9-multi.json
readable,read a book,multi\so9G89.aiff,so9-multi.json
superhighway,super highway,multi/we0G100.aiff,we0g-multi.json
sweeten,sweden,multi/we0G101.aiff,we0g-multi.json
disapproval,dissaproval,multi/we0G33.aiff,we0g-multi.json
kangeroo,kangaroo,multi/we0G54.aiff,we0g-multi.json
caf,cafe,multi/we0G18.aiff,we0g-multi.json
mispronounce,miss pronounce,multi/we0G64.aiff,we0g-multi.json
opportune,opportun,multi/we0G70.aiff,we0g-multi.json
unadvised,advised,multi/we0G107.aiff,we0g-multi.json
underrate,under rate,multi/we0G110.aiff,we0g-multi.json
feminism,feminist feminism,multi/we0G40.aiff,we0g-multi.json
feminine,synonym,multi/we0G39.aiff,we0g-multi.json
earthy,rc,multi/we0G35.aiff,we0g-multi.json
discourteous,discordious,multi/we0G34.aiff,we0g-multi.json
loyal,oil,cvc/we2B42.aiff,we2b-cvc.json
coal,cole,cvc/we2B9.aiff,we2b-cvc.json
wet,what,cvc/we2B73.aiff,we2b-cvc.json
lull,low,cvc/we2B44.aiff,we2b-cvc.json
con,call,cvc/we2B12.aiff,we2b-cvc.json
fool,cool,cvc/we2B28.aiff,we2b-cvc.json
boil,oil,cvc/we2B3.aiff,we2b-cvc.json
dime,time,cvc/we2B18.aiff,we2b-cvc.json
fell,cell,cvc/we2B26.aiff,we2b-cvc.json
fail,phil,cvc/we2B24.aiff,we2b-cvc.json
dull,null,cvc/we2B22.aiff,we2b-cvc.json
lung,long,cvc/we2B45.aiff,we2b-cvc.json
main,maine,cvc/we2B46.aiff,we2b-cvc.json
pen,10,cvc/we2B53.aiff,we2b-cvc.json
sell,cell,cvc/we2B61.aiff,we2b-cvc.json
sail,cell,cvc/we2B60.aiff,we2b-cvc.json
calm,call,cvc/we2B6.aiff,we2b-cvc.json
pull,pole,cvc/we2B57.aiff,we2b-cvc.json
towel,null,cvc/we2B66.aiff,we2b-cvc.json
town,lbs,cvc/we2B67.aiff,we2b-cvc.json
can,cam,cvc/we2B7.aiff,we2b-cvc.json
lull,low,cvc/we3B44.aiff,we3b-cvc.json
fell,phil,cvc/we3B26.aiff,we3b-cvc.json
lit,null,cvc/we3B39.aiff,we3b-cvc.json
con,khan,cvc/we3B12.aiff,we3b-cvc.json
pull,null,cvc/we3B57.aiff,we3b-cvc.json
sail,sale,cvc/we3B60.aiff,we3b-cvc.json
sell,cell,cvc/we3B61.aiff,we3b-cvc.json
lung,long,cvc/we3B45.aiff,we3b-cvc.json
main,maine,cvc/we3B46.aiff,we3b-cvc.json
wet,quit,cvc/we3B73.aiff,we3b-cvc.json
caught,cot,cvc/we3B8.aiff,we3b-cvc.json
coal,cole,cvc/we3B9.aiff,we3b-cvc.json
dull,null,cvc/we3B22.aiff,we3b-cvc.json
mill,no,cvc/we3B50.aiff,we3b-cvc.json
meal,neil,cvc/we3B48.aiff,we3b-cvc.json
cafÂŽ,cafe,we7G18.aiff,we7G-multi.json
bombard,bard,we7G17.aiff,we7G-multi.json
discourteous,purchase,we7G1034.aiff,we7G-multi.json
discourteous,discordious,we7G2034.aiff,we7G-multi.json
underrate,under 8,we7G110.aiff,we7G-multi.json
disapproval,dissaproval,we7G33.aiff,we7G-multi.json
discourteous,discourse,we7G34.aiff,we7G-multi.json
readable,read a book,we7G89.aiff,we7G-multi.json
opportune,opportun,we7G70.aiff,we7G-multi.json
coronation,carnation,we7G26.aiff,we7G-multi.json
generalize,general eyes,we7G44.aiff,we7G-multi.json
unclean,unclean clean,we7G109.aiff,we7G-multi.json
unadvised,advice,we7G107.aiff,we7G-multi.json
martini,bikini,we7G61.aiff,we7G-multi.json
mispronounce,miss pronounce,we7G64.aiff,we7G-multi.json
obedient,obedience,we7G67.aiff,we7G-multi.json
superhighway,super highway,we7G100.aiff,we7G-multi.json
sweeten,sweden,we7G101.aiff,we7G-multi.json
detrimental,instrumental,we7G30.aiff,we7G-multi.json
kangeroo,kangaroo,we7G54.aiff,we7G-multi.json
incoherent,incoherence,we7G50.aiff,we7G-multi.json
